seed,baseline_R,baseline_RC,baseline_FRC,best_pool_R,best_pool_RC,best_head_R,best_head_RC,rel_only_R,rel_only_RC,r_probe,old_ceiling_mixed,new_ceiling_mixed,new_ceiling_nl_head_mixed
11,0.5916666388511658,0.5166666507720947,0.800000011920929,0.6333333253860474,0.5083333253860474,0.5916666388511658,0.5083333253860474,0.5333333611488342,0.5249999761581421,0.7833333611488342,0.6604166626930237,0.6770833283662796,0.6770833283662796
23,0.6916666626930237,0.5083333253860474,0.8333333134651184,0.6333333253860474,0.5083333253860474,0.574999988079071,0.5083333253860474,0.4333333373069763,0.5666666626930237,0.8333333134651184,0.6687500029802322,0.6729166656732559,0.6770833283662796
37,0.5833333134651184,0.574999988079071,0.7749999761581421,0.6166666746139526,0.6000000238418579,0.5583333373069763,0.6166666746139526,0.49166667461395264,0.6083333492279053,0.699999988079071,0.6604166477918625,0.6666666567325592,0.6666666567325592
