composition,members,k,overall_mean,gain_over_best_single_overall,mixed_mean,pure_mean,F_gain,R_gain,C_gain,FR_gain,RC_gain,FC_gain,FRC_gain,note
mlp+attention_v2,mlp;attention_v2,2,-0.03968253968253965,0.7430555497606596,0.8046296305126613,0.0,-0.13055555025736487,-0.09444445371627808,-0.025000035762786865,-0.09166666865348816,-0.01666667064030969,-0.011111120382944817,Gain calculated from existing summary artifacts. Positive gain = complementarity; negative = redundancy or aggregation loss.
mlp+graph,mlp;graph,2,-0.06904761904761902,0.7576388840874037,0.7166666719648573,0.0,-0.011111100514729855,-0.47777777910232544,-0.027777810891469357,-0.03611112634340918,-0.005555550257364872,-0.01666667064030969,Gain calculated from existing summary artifacts. Positive gain = complementarity; negative = redundancy or aggregation loss.
mlp+graph+attention_v2,mlp;graph;attention_v2,3,-0.030952380952380953,0.7499999975164732,0.8157407343387604,0.0,-0.06111110250155127,-0.1305555899937948,-0.022222260634104374,-0.06111110250155127,-0.01666667064030969,-0.01666667064030969,Gain calculated from existing summary artifacts. Positive gain = complementarity; negative = redundancy or aggregation loss.
graph+attention_v2,graph;attention_v2,2,-0.04047619047619044,0.7395833358168602,0.8074074056413438,0.0,-0.08888888359069824,-0.12777779499689734,-0.013888895511627197,-0.07777777314186096,-0.04444444179534912,-0.022222240765889523,Gain calculated from existing summary artifacts. Positive gain = complementarity; negative = redundancy or aggregation loss.
