seed,baseline_RC,baseline_FRC,depth3_RC,depth3_FRC,rel_first_RC,rel_first_FRC,oracle_RC,oracle_FRC
11,0.5083333253860474,0.800000011920929,0.5166666507720947,0.800000011920929,0.5249999761581421,0.7916666865348816,0.5083333253860474,0.800000011920929
23,0.5166666507720947,0.8333333134651184,0.5083333253860474,0.8333333134651184,0.5166666507720947,0.824999988079071,0.5,0.7416666746139526
37,0.5916666388511658,0.75,0.5833333134651184,0.7666666507720947,0.5833333134651184,0.75,0.5916666388511658,0.7416666746139526
