seed,overall_accuracy,overall_route_agreement,routing_entropy_bits,feature_accuracy,relational_accuracy,contextual_accuracy,mlp_utilization,graph_utilization,attention_v1_utilization,attention_v2_utilization,flops,batch_latency_ms
11,0.9027777910232544,0.7472222222222222,1.631287333376243,1.0,0.7166666388511658,0.9916666746139526,0.08611111111111111,0.33055555555555555,0.08333333333333333,0.5,30914.266666666666,11.229479999989659
23,0.9041666388511658,0.9958333333333333,1.5848873583975407,1.0,0.7208333611488342,0.9916666746139526,0.3375,0.32916666666666666,0.0,0.3333333333333333,22167.4,12.866500000003118
37,0.9069444537162781,0.75,1.6500224216483543,1.0,0.7250000238418579,0.9958333373069763,0.08333333333333333,0.4166666666666667,0.08333333333333333,0.4166666666666667,27730.0,12.402633333340418
