seed,router_inference_ms,dispatch_grouping_ms,expert_forward_ms,reassembly_ms,dispatch_overhead_ms,total_end_to_end_ms,batch_size
11,1.1334599999827333,1.316626666675802,8.58170000001337,0.19769333331775366,1.5143199999935557,11.229479999989659,60
23,1.3519999999668169,1.2919666667130514,10.031379999979132,0.19115333334411844,1.4831200000571698,12.866500000003118,60
37,1.302906666690736,1.4073733332982858,9.48491999996198,0.20743333338941738,1.6148066666877032,12.402633333340418,60
