seed,depth1_RC,depth2_RC,depth3_RC,disagree_acc
11,0.5083333253860474,0.5083333253860474,0.5083333253860474,0.0
23,0.5083333253860474,0.5083333253860474,0.49166667461395264,0.0
37,0.574999988079071,0.574999988079071,0.5833333134651184,0.03999999910593033
