seed,RC_agree,RC_disagree,linear_disagree,nonlinear_disagree
11,1.0,0.016949152573943138,0.016949152573943138,0.0
23,1.0,0.0,0.08474576473236084,0.033898305147886276
37,0.9857142567634583,0.019999999552965164,0.07999999821186066,0.10000000149011612
