seed,matches_C_disagree,matches_R_disagree,rel_norm_disagree,ctx_norm_disagree,feat_norm_disagree,rel_norm_agree,ctx_norm_agree
11,0.9830508232116699,0.016949152573943138,7.6090593338012695,3.4344050884246826,2.6224489212036133,7.646848678588867,3.5662975311279297
23,1.0,0.0,7.739436626434326,5.296223163604736,2.2484588623046875,7.569269180297852,5.436925888061523
37,0.9800000190734863,0.019999999552965164,8.386373519897461,4.677928924560547,2.1875956058502197,8.297429084777832,4.6757941246032715
