seed,split,acc,margin,confidence,entropy
11,agree,1.0,0.9907506108283997,0.9953752756118774,0.02822296693921089
11,disagree,0.016949152573943138,0.984998345375061,0.9924991130828857,0.034913450479507446
23,agree,1.0,0.9883602261543274,0.9941800832748413,0.02497231960296631
23,disagree,0.0,0.9865910410881042,0.993295431137085,0.024914124980568886
37,agree,0.9857142567634583,0.9808899164199829,0.9904449582099915,0.027976011857390404
37,disagree,0.019999999552965164,0.9720149040222168,0.9860074520111084,0.044196076691150665
