seed,old_ceiling_mixed,new_ceiling_mixed,ceiling_delta_mixed
11,0.6666666716337204,0.6729166656732559,0.0062499940395355225
23,0.6645833402872086,0.6645833402872086,0.0
37,0.6604166477918625,0.6666666865348816,0.006250038743019104
