seed,condition,R,RC,FRC
11,depth3,0.5833333134651184,0.5083333253860474,0.7666666507720947
23,depth3,0.7166666388511658,0.49166667461395264,0.7666666507720947
37,depth3,0.7250000238418579,0.5833333134651184,0.7416666746139526
