seed,R,RC,FRC,mixed_mean
11,0.5833333134651184,0.5,0.5583333373069763,0.6000000089406967
23,0.5833333134651184,0.5166666507720947,0.7333333492279053,0.6333333402872086
37,0.6166666746139526,0.574999988079071,0.5666666626930237,0.6354166716337204
