seed,best_RC,best_FRC,router_mixed
11,0.5166666507720947,0.800000011920929,0.7437499910593033
23,0.5833333134651184,0.8666666746139526,0.7020833268761635
37,0.6166666746139526,0.7666666507720947,0.7645833343267441
