seed,pair,forward_overall,reverse_overall,forward_flops,reverse_flops,forward_F,reverse_F,order_matters_F,forward_R,reverse_R,order_matters_R,forward_C,reverse_C,order_matters_C,forward_FR,reverse_FR,order_matters_FR,forward_RC,reverse_RC,order_matters_RC,forward_FC,reverse_FC,order_matters_FC,forward_FRC,reverse_FRC,order_matters_FRC
11,mlp+vs+graph,0.5035714507102966,0.598809540271759,17040.0,17040.0,0.4000000059604645,0.75,True,0.6166666746139526,0.625,False,0.5083333253860474,0.5249999761581421,False,0.38333332538604736,0.6833333373069763,True,0.6000000238418579,0.5583333373069763,False,0.5,0.5166666507720947,False,0.5166666507720947,0.5333333611488342,False
11,mlp+vs+attention_v2,0.6833333373069763,0.7178571224212646,55224.0,55224.0,0.75,1.0,True,0.5249999761581421,0.5916666388511658,True,0.9916666746139526,0.9083333611488342,True,0.699999988079071,0.75,True,0.5083333253860474,0.5,False,0.5083333253860474,0.5,False,0.800000011920929,0.7749999761581421,False
11,graph+vs+attention_v2,0.5833333134651184,0.5226190686225891,54408.0,54408.0,0.5,0.5,False,0.49166667461395264,0.5,False,0.8083333373069763,0.5,True,0.574999988079071,0.550000011920929,False,0.49166667461395264,0.5916666388511658,True,0.5333333611488342,0.49166667461395264,False,0.6833333373069763,0.5249999761581421,True
23,mlp+vs+graph,0.5452380776405334,0.5083333253860474,17040.0,17040.0,0.75,0.5,True,0.5166666507720947,0.5083333253860474,False,0.49166667461395264,0.49166667461395264,False,0.5583333373069763,0.5416666865348816,False,0.4833333194255829,0.4833333194255829,False,0.5,0.5166666507720947,False,0.5166666507720947,0.5166666507720947,False
23,mlp+vs+attention_v2,0.6154761910438538,0.6607142686843872,55224.0,55224.0,0.5,1.0,True,0.4749999940395355,0.49166667461395264,False,0.9916666746139526,0.75,True,0.5,0.7166666388511658,True,0.5166666507720947,0.5333333611488342,False,0.5083333253860474,0.44999998807907104,True,0.8166666626930237,0.6833333373069763,True
23,graph+vs+attention_v2,0.5297619104385376,0.5547618865966797,54408.0,54408.0,0.25,0.75,True,0.5083333253860474,0.5416666865348816,False,0.8500000238418579,0.46666666865348816,True,0.30000001192092896,0.6666666865348816,True,0.5416666865348816,0.4833333194255829,True,0.4833333194255829,0.5083333253860474,False,0.7749999761581421,0.46666666865348816,True
37,mlp+vs+graph,0.49642857909202576,0.5047619342803955,17040.0,17040.0,0.5,0.5,False,0.5083333253860474,0.4166666567325592,True,0.4833333194255829,0.4833333194255829,False,0.4416666626930237,0.5416666865348816,True,0.574999988079071,0.574999988079071,False,0.46666666865348816,0.5249999761581421,True,0.5,0.49166667461395264,False
37,mlp+vs+attention_v2,0.6773809790611267,0.6297619342803955,55224.0,55224.0,0.7416666746139526,0.75,False,0.49166667461395264,0.5,False,0.9750000238418579,0.7333333492279053,True,0.6916666626930237,0.7333333492279053,False,0.5916666388511658,0.5833333134651184,False,0.49166667461395264,0.5083333253860474,False,0.7583333253860474,0.6000000238418579,True
37,graph+vs+attention_v2,0.5440475940704346,0.5023809671401978,54408.0,54408.0,0.5,0.5,False,0.42500001192092896,0.5833333134651184,True,0.6583333611488342,0.5333333611488342,True,0.5416666865348816,0.49166667461395264,True,0.5916666388511658,0.4166666567325592,True,0.5249999761581421,0.4749999940395355,False,0.5666666626930237,0.5166666507720947,True
