seed,joint_baseline_mixed,joint_extended_mixed,joint_coadapted_mixed,old_ceiling_mixed,new_ceiling_mixed
11,0.6416666656732559,0.6312499940395355,0.6416666656732559,0.6666666716337204,0.6708333343267441
23,0.6437499970197678,0.6437499970197678,0.6479166597127914,0.6645833402872086,0.6708333343267441
37,0.6625000089406967,0.6437499895691872,0.6479166522622108,0.6604166477918625,0.6604166477918625
