seed,baseline_R,baseline_RC,baseline_FRC,depth2_R,depth2_RC,depth2_FRC,depth3_R,depth3_RC,depth3_FRC,agg_sum_R,agg_sum_RC,agg_sum_FRC,agg_max_R,agg_max_RC,agg_max_FRC,cap_mlp_R,cap_mlp_RC,cap_mlp_FRC,cap_control_featwide_R,cap_control_featwide_RC,cap_control_featwide_FRC
11,0.5,0.5083333253860474,0.800000011920929,0.4333333373069763,0.5166666507720947,0.800000011920929,0.6000000238418579,0.5166666507720947,0.800000011920929,0.5583333373069763,0.5083333253860474,0.800000011920929,0.574999988079071,0.5166666507720947,0.800000011920929,0.574999988079071,0.5166666507720947,0.800000011920929,0.44999998807907104,0.5166666507720947,0.800000011920929
23,0.6000000238418579,0.5166666507720947,0.8333333134651184,0.6166666746139526,0.5083333253860474,0.8333333134651184,0.6333333253860474,0.5083333253860474,0.8333333134651184,0.625,0.5166666507720947,0.8166666626930237,0.6083333492279053,0.5083333253860474,0.824999988079071,0.625,0.5166666507720947,0.8333333134651184,0.6083333492279053,0.5083333253860474,0.8333333134651184
37,0.6333333253860474,0.5916666388511658,0.75,0.6666666865348816,0.574999988079071,0.7749999761581421,0.6416666507720947,0.5833333134651184,0.7666666507720947,0.6166666746139526,0.5833333134651184,0.7666666507720947,0.675000011920929,0.5916666388511658,0.7833333611488342,0.6499999761581421,0.574999988079071,0.7583333253860474,0.5166666507720947,0.5833333134651184,0.7749999761581421
