seed,condition,combination,F,R,C,FR,RC,FC,FRC
37,agg_max,R+C,1.0,0.6916666626930237,0.9916666746139526,0.7833333611488342,0.5916666388511658,0.49166667461395264,0.7666666507720947
37,agg_max,F+C,1.0,0.5916666388511658,0.9916666746139526,0.800000011920929,0.5916666388511658,0.5,0.7749999761581421
37,agg_max,F+R+C,1.0,0.675000011920929,0.9916666746139526,0.800000011920929,0.5916666388511658,0.49166667461395264,0.7833333611488342
37,cap_mlp,F,0.7666666507720947,0.6166666746139526,0.9750000238418579,0.7333333492279053,0.5583333373069763,0.550000011920929,0.7416666746139526
37,cap_mlp,R,1.0,0.5833333134651184,0.8666666746139526,0.7833333611488342,0.5166666507720947,0.44999998807907104,0.7083333134651184
37,cap_mlp,C,0.8500000238418579,0.5916666388511658,0.9916666746139526,0.7666666507720947,0.574999988079071,0.5,0.7749999761581421
37,cap_mlp,F+R,1.0,0.6166666746139526,0.824999988079071,0.7833333611488342,0.5083333253860474,0.5,0.699999988079071
37,cap_mlp,R+C,1.0,0.6166666746139526,0.9833333492279053,0.7833333611488342,0.5833333134651184,0.5,0.7583333253860474
37,cap_mlp,F+C,0.8583333492279053,0.6083333492279053,0.9916666746139526,0.7083333134651184,0.574999988079071,0.49166667461395264,0.7749999761581421
37,cap_mlp,F+R+C,1.0,0.6499999761581421,0.9916666746139526,0.7749999761581421,0.574999988079071,0.5,0.7583333253860474
37,cap_control_featwide,F,1.0,0.4833333194255829,0.9916666746139526,0.8083333373069763,0.5916666388511658,0.5,0.7583333253860474
37,cap_control_featwide,R,1.0,0.5,0.9916666746139526,0.7916666865348816,0.5916666388511658,0.5,0.7583333253860474
37,cap_control_featwide,C,0.800000011920929,0.5166666507720947,1.0,0.7083333134651184,0.574999988079071,0.49166667461395264,0.7833333611488342
37,cap_control_featwide,F+R,1.0,0.4833333194255829,0.9833333492279053,0.800000011920929,0.6000000238418579,0.5,0.7583333253860474
37,cap_control_featwide,R+C,0.9333333373069763,0.46666666865348816,1.0,0.75,0.574999988079071,0.5,0.7833333611488342
37,cap_control_featwide,F+C,1.0,0.44999998807907104,1.0,0.7916666865348816,0.574999988079071,0.5,0.7749999761581421
37,cap_control_featwide,F+R+C,1.0,0.5166666507720947,0.9916666746139526,0.800000011920929,0.5833333134651184,0.5,0.7749999761581421
