seed,condition,F,R,C,FR,RC,FC,FRC,overall
11,depth3,1.0,0.6000000238418579,0.9833333492279053,0.7583333253860474,0.5166666507720947,0.5,0.800000011920929,0.7369047403335571
11,rel_focused,1.0,0.5333333611488342,0.5249999761581421,0.7583333253860474,0.4000000059604645,0.5249999761581421,0.550000011920929,0.613095223903656
11,rel_first,1.0,0.5583333373069763,0.9916666746139526,0.7166666388511658,0.5249999761581421,0.5,0.7916666865348816,0.726190447807312
23,depth3,1.0,0.6333333253860474,1.0,0.7250000238418579,0.5083333253860474,0.5,0.8333333134651184,0.7428571581840515
23,rel_focused,1.0,0.6499999761581421,0.5,0.7416666746139526,0.5,0.40833333134651184,0.5249999761581421,0.6178571581840515
23,rel_first,1.0,0.7083333134651184,0.9916666746139526,0.7333333492279053,0.5166666507720947,0.4833333194255829,0.824999988079071,0.7511904835700989
37,depth3,1.0,0.6416666507720947,0.9916666746139526,0.8166666626930237,0.5833333134651184,0.5,0.7666666507720947,0.7571428418159485
37,rel_focused,1.0,0.6416666507720947,0.5416666865348816,0.6833333373069763,0.5,0.4583333432674408,0.4333333373069763,0.6083333492279053
37,rel_first,1.0,0.6166666746139526,0.9833333492279053,0.7916666865348816,0.5833333134651184,0.4833333194255829,0.75,0.7440476417541504
