seed,representation,global_mean,global_std,mean_abs,marker_max
11,joint,-0.025584666058421135,0.3497820794582367,0.28099262714385986,1.0
11,native,0.003998559433966875,0.38860446214675903,0.3076719343662262,1.0
11,comparison,0.02958322549238801,0.9000979492771217,1.3160374164581299,1.0
23,joint,-0.003317981492727995,0.3370749056339264,0.2634710967540741,1.0
23,native,0.06362033635377884,0.4037383198738098,0.3259161412715912,1.0
23,comparison,0.06693831784650683,0.8348845998548778,1.1544033288955688,1.0
37,joint,-0.018664788454771042,0.35368046164512634,0.27975577116012573,1.0
37,native,-0.012013295665383339,0.4416927695274353,0.350198894739151,1.0
37,comparison,0.006651492789387703,0.8007386265877233,1.4220333099365234,1.0
