seed,status,relational,feature,contextual,fusion,encoder,head
23,VERIFIED,0.11056677937899206,0.22322820963551832,0.42503719090931735,0.07625611230621804,0.5519541528019702,0.9620412392900819
23,VERIFIED,0.06011686731429004,0.19074534607180776,0.30017730003788773,0.07975048585774448,0.4544571549894543,1.0347889495618439
23,VERIFIED,0.21221234151135604,0.511200907399324,0.7809762774786643,0.10244851976151971,1.0888807643108216,1.0980071146202235
23,VERIFIED,0.08622622296074484,0.3706019690240173,0.4303958304875242,0.09453418708399645,0.8116622076198187,1.196995963476626
23,VERIFIED,0.07124324315262984,0.3716886272277475,0.37752814927241357,0.08591743642241231,0.7238338508639692,1.124904652075962
23,VERIFIED,0.06779417849841728,0.36300637712166106,0.3677495213859237,0.09489559044652025,0.6926345970545037,1.104580163343321
23,VERIFIED,0.06723739765985695,0.41294032851998275,0.3887323941347772,0.0986838049943508,0.764866414871301,1.090199681794729
23,VERIFIED,0.07636880505928982,0.48135672471039004,0.4347730420985825,0.10335043371819537,0.8752526830882174,1.1126776010752208
23,VERIFIED,0.08545404237361642,0.47724835081262656,0.4269541873181027,0.09819041987192398,0.8584192152310498,1.1154850063730597
23,VERIFIED,0.10760652307291052,0.4836471804710285,0.45233982397024614,0.10017403632499572,0.9197350682534946,1.1421292459725467
23,VERIFIED,0.11645908571969138,0.3938930173682064,0.35866257483838077,0.09246357866608938,0.7760046146058569,1.1414506529654593
23,VERIFIED,0.1272188626107558,0.4469150227985429,0.4412452266241854,0.10274536903761368,0.862203161350307,1.1535306395663034
23,VERIFIED,0.10193051828882858,0.23920935863470222,0.29023125988717396,0.08383871351304827,0.580888361057661,1.1193183261490816
23,VERIFIED,0.1431143522897239,0.2551922503254842,0.3047932863746126,0.09338325303244879,0.6133158216871174,1.1448220892097978
23,VERIFIED,0.14266152292025522,0.24213410218485343,0.28042530807249616,0.09409589989253653,0.5492086741444058,1.1007564891272783
23,VERIFIED,0.11859516102335634,0.31242319330220064,0.37160176458619915,0.10043319942258487,0.592587585275061,1.0862222204368486
23,VERIFIED,0.15058836489575556,0.22894697468834171,0.26951887028779764,0.08851839293117325,0.5603528694463815,1.1256478901079026
23,VERIFIED,0.13644898452780946,0.2335057770668547,0.30297959644389383,0.08665763632259124,0.6036895250049064,1.1412175226529186
23,VERIFIED,0.10612789975434679,0.23895395784197762,0.380637227834567,0.09512565464295701,0.5214671308588503,1.125606384527668
23,VERIFIED,0.14656935406305957,0.3613468167818829,0.44393841449236743,0.11148974734277307,0.77207672612549,1.170282112475977
23,VERIFIED,0.10929414784376998,0.22570976596449302,0.28239409997701354,0.08692234806134964,0.574783320225464,1.1458359771597129
23,VERIFIED,0.15882981846085326,0.25212363482632805,0.32425845140370835,0.09396535299061569,0.6340676794129904,1.1651814152679174
23,VERIFIED,0.17083400774134597,0.26307365169690444,0.31834668008215694,0.09969477959912822,0.6563226516046882,1.1717165834876164
23,VERIFIED,0.1163350409117437,0.24649233626294875,0.3563389601942192,0.10188518835787859,0.575666294229064,1.139494412126376
23,VERIFIED,0.12046362985809282,0.24059671823226472,0.28894374278612556,0.09922860767437523,0.6051879551616398,1.1587766163007243
23,VERIFIED,0.13209404384837997,0.27252374327710394,0.3976864974010515,0.10794022456865243,0.6614750172629319,1.1778834968601162
23,VERIFIED,0.11676332900543765,0.225003330325853,0.3082841500559525,0.09834732951347254,0.5761039395215848,1.1570172799568448
37,VERIFIED,0.03401223055043671,0.024883105754227187,0.065513326354348,0.005245836724653882,0.2854758442646961,0.47377065971733606
37,VERIFIED,0.053266512742651664,0.039978232276135485,0.08665112570934627,0.00816660910321492,0.259280345360024,0.5132972226311119
37,VERIFIED,0.06595150425419734,0.052825962053882236,0.1402089688134974,0.012879669937504083,0.2896574993924662,0.5833630672156971
37,VERIFIED,0.06400424865700134,0.05141397921953884,0.32774233322904456,0.026014754451588455,0.3504732188159718,0.6243223824937336
37,VERIFIED,0.07982101346782054,0.06698424999796333,0.5587819741324768,0.05565495194214349,0.4755551186720703,0.7788436905906184
37,VERIFIED,0.1330880790846612,0.13170577251350019,0.6848148685938872,0.0908468130705206,0.6882459356036228,1.003388315538419
37,VERIFIED,0.10683406564387439,0.1131021771865541,0.640831844371861,0.0946830418563045,0.6891596864049666,1.0626810341894484
37,VERIFIED,0.13282562765259573,0.15176061520014966,0.6861362979393444,0.10427355230965693,0.8209760394149446,1.1506751457435251
37,VERIFIED,0.1189120867211651,0.0983555226173559,0.551510745863394,0.09283945116715381,0.7404315335429853,1.0784355826593166
37,VERIFIED,0.18370786692233065,0.19605107267101976,0.7283903907589123,0.2317898341129005,0.8962091420270195,1.1548563106746075
37,VERIFIED,0.2489729761769707,0.2756916703231536,0.8767490457125168,0.26749609409221614,1.1066610229496836,1.315786169201996
37,VERIFIED,0.21221163472727064,0.16192172101558416,0.621131905348527,0.1453414283411252,0.8091454778888312,1.0915724607149215
37,VERIFIED,0.2709310505114233,0.4889929808770526,1.098486001636138,0.25368098387342747,1.3241443549184828,1.520635873265426
37,VERIFIED,0.14761839893088893,0.24630351809613968,0.6339787220150022,0.19774185738639793,0.6840748799880466,1.141913966400384
37,VERIFIED,0.19604886822642917,0.41575689894753004,0.8380648396008831,0.27797899462636044,0.9621307931925663,1.3465874270141773
37,VERIFIED,0.22779753570075167,0.46062812454884006,0.8963354294891244,0.27491247015491815,1.0063719359530428,1.3923091465172157
37,VERIFIED,0.23771682750815204,0.36393378369708074,0.7954132893696246,0.24149829066791828,0.8003839124964416,1.2277570798508441
37,VERIFIED,0.25335778030946565,0.5012085250127616,1.002641438960308,0.2843387516505135,1.0275333760627794,1.4614222176378582
37,VERIFIED,0.24818464902530304,0.41472137376665447,0.8666881281913369,0.26502777967742513,0.8646106642957667,1.296167553308885
37,VERIFIED,0.2990197983217331,0.5079950826322337,0.9684816216446821,0.2961978916060274,1.040164201444882,1.4812508302268579
37,VERIFIED,0.28947407564069294,0.4519611350288492,0.8677739911390413,0.2997585027232623,0.9442746334693182,1.3652524860196897
37,VERIFIED,0.3255749735638683,0.550097826121374,0.9124362301628014,0.35076858535976224,1.080276093755248,1.4885145002804885
37,VERIFIED,0.3173968050782258,0.5678395017734175,0.9049601022555536,0.34527666516884675,1.13337887590842,1.394634177546586
37,VERIFIED,0.367854452015022,0.6518676261557719,1.0607249991566532,0.3821385239571383,1.2699678445114908,1.5608125989998347
37,VERIFIED,0.29284798466120554,0.6523342313339452,0.9861244036948321,0.34812761956715627,1.2228036750674736,1.4572499503555694
37,VERIFIED,0.33754307328692923,0.7856284927149944,1.057233625736119,0.3996301285033826,1.4544496508564644,1.510312449574257
37,VERIFIED,0.3407339269208741,0.830324494785264,1.039209268007321,0.41144335592496123,1.5199767224195957,1.48616804673308
37,VERIFIED,0.2990344454113399,0.7772815424994647,0.9870238075678993,0.3948984992979943,1.3900956476488502,1.5090817054929888
37,VERIFIED,0.29406070060273914,0.8010330602201451,0.9417410001582682,0.39901843730781855,1.4260508714142075,1.467354865974667
37,VERIFIED,0.3227110156727248,0.8684318687078227,0.9810303825886952,0.4237685687172139,1.560037280875394,1.4913706402703155
37,VERIFIED,0.3480333614226836,0.8332695234205164,1.0219701416403233,0.43084416860250596,1.5100414230782342,1.570064941027966
37,VERIFIED,0.2440544293724861,0.8291573595217885,0.936949210733523,0.3602798284220934,1.4824463701380706,1.4172378703507862
37,VERIFIED,0.366766925487509,0.9236380141053853,1.0967951044699467,0.40627374292467283,1.714192367899281,1.504918082082091
37,VERIFIED,0.3420769866565624,0.8788799163840668,1.0172675089647076,0.3735208223454237,1.6446734734425923,1.4202100092766585
37,VERIFIED,0.306232513964994,0.8553051420683394,1.0847992358760434,0.3733339645473207,1.5682019336109534,1.582043465681777
37,VERIFIED,0.2731816206655919,0.8450306837024677,0.9929229171483941,0.36209995595650835,1.5437268928703316,1.4754611359854735
37,VERIFIED,0.3007108716373038,0.8689767678272429,1.019434255384887,0.38857495748507087,1.5818182216144077,1.5328331800634127
37,VERIFIED,0.3234954088433616,0.9704957843477119,1.0517278463467643,0.42258429860851954,1.7751341843492554,1.5090848546244355
37,VERIFIED,0.254674286452855,0.892886969086135,0.9534052735304532,0.3755571536990958,1.589203989895517,1.4684593211190395
37,VERIFIED,0.26570310235255645,0.9263997725122693,0.9991723740953037,0.3789128446899149,1.6587951616842938,1.4950880157819237
